kingdom;phylum;class;order;family;genus;species;taxa
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Massilimicrobiota;s__Massilimicrobiota_timonensis;t__SGB6767
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_SGB8622;t__SGB8622
k__Bacteria;p__Candidatus_Melainabacteria;c__CFGB2107;o__OFGB2107;f__FGB2107;g__GGB6002;s__GGB6002_SGB24096;t__SGB24096
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_disporicum;t__SGB6172
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Robinsoniella;s__Robinsoniella_SGB54315;t__SGB54315
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB1527;s__GGB1527_SGB59850;t__SGB59850
k__Bacteria;p__Firmicutes;c__CFGB76238;o__OFGB76238;f__FGB76238;g__GGB3478;s__GGB3478_SGB14857;t__SGB14857
k__Bacteria;p__Firmicutes;c__CFGB1288;o__OFGB1288;f__FGB1288;g__GGB3105;s__GGB3105_SGB4114;t__SGB4114
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus_SGB15489;t__SGB15489
k__Bacteria;p__Firmicutes;c__CFGB9119;o__OFGB9119;f__FGB9119;g__GGB4269;s__GGB4269_SGB5815;t__SGB5815
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Extibacter;s__Extibacter_sp_GGCC_0201;t__SGB74335
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Luxibacter;s__Luxibacter_massiliensis;t__SGB4592
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB58071;s__GGB58071_SGB79702;t__SGB79702
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc_pseudomesenteroides;t__SGB7124
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospiraceae_unclassified;s__Lachnospiraceae_bacterium;t__SGB5267
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacilli_unclassified;f__Bacilli_unclassified;g__Candidatus_Harrysmithimonas;s__Candidatus_Harrysmithimonas_galli;t__SGB63691
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_Family_XIII_Incertae_Sedis;g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified;s__Eubacterium_brachy;t__SGB3931
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae_unclassified;s__Muribaculaceae_bacterium_Isolate_110_HZI;t__SGB21445
k__Bacteria;p__Bacteria_unclassified;c__CFGB8157;o__OFGB8157;f__FGB8157;g__GGB3673;s__GGB3673_SGB4986;t__SGB4986
k__Bacteria;p__Bacteroidetes;c__CFGB4425;o__OFGB4425;f__FGB4425;g__GGB1503;s__GGB1503_SGB2082;t__SGB2082
k__Bacteria;p__Firmicutes;c__CFGB1311;o__OFGB1311;f__FGB1311;g__GGB3141;s__GGB3141_SGB4154;t__SGB4154
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_acidophilus;t__SGB7044
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella;s__Morganella_morganii;t__SGB10028
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_glutamicum;t__SGB17021
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB3247;s__GGB3247_SGB4294;t__SGB4294
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__GGB80095;s__GGB80095_SGB2145;t__SGB2145
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_raffinosus;t__SGB7930
k__Bacteria;p__Firmicutes;c__CFGB2897;o__OFGB2897;f__FGB2897;g__GGB9209;s__GGB9209_SGB14148;t__SGB14148
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_SGB5856;t__SGB5856
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__GGB21016;s__GGB21016_SGB6311;t__SGB6311
k__Bacteria;p__Firmicutes;c__CFGB1771;o__OFGB1771;f__FGB1771;g__GGB4626;s__GGB4626_SGB6403;t__SGB6403
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__GGB4897;s__GGB4897_SGB106351;t__SGB106351
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__GGB9400;s__GGB9400_SGB63083;t__SGB63083
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_glyciniphilum;t__SGB38105
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Micrococcaceae;g__GGB10318;s__GGB10318_SGB69238;t__SGB69238
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_acidifaciens;t__SGB1943
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__GGB3724;s__GGB3724_SGB5054;t__SGB5054
k__Bacteria;p__Bacteroidetes;c__CFGB658;o__OFGB658;f__FGB658;g__GGB1627;s__GGB1627_SGB2229;t__SGB2229
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;s__Abiotrophia_defectiva;t__SGB8235_group
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Avimonas;s__Candidatus_Avimonas_intestinalis;t__SGB53519
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_constellatus;t__SGB8026
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__Lautropia_mirabilis;t__SGB13165
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_SGB2156;t__SGB2156
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__GGB6511;s__GGB6511_SGB9196;t__SGB9196
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_rodentium;t__SGB27789
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_SGB2118;t__SGB2118
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_SGB48231;t__SGB48231
k__Bacteria;p__Tenericutes;c__CFGB1767;o__OFGB1767;f__FGB1767;g__GGB4618;s__GGB4618_SGB6393;t__SGB6393
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ilei;t__SGB1889
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_SGB48271;t__SGB48271
k__Bacteria;p__Bacteroidetes;c__CFGB76256;o__OFGB76256;f__FGB76256;g__GGB1109;s__GGB1109_SGB1423;t__SGB1423
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB79902;s__GGB79902_SGB47860;t__SGB47860
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4576;s__GGB4576_SGB6326;t__SGB6326
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB79118;s__GGB79118_SGB105839;t__SGB105839
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_sp_An11;t__SGB4681
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium_sp_oral_taxon_416;t__SGB94363
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__GGB4771;s__GGB4771_SGB6605;t__SGB6605
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae_unclassified;s__Muribaculaceae_bacterium;t__SGB35903
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__GGB4239;s__GGB4239_SGB5731;t__SGB5731
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus_SGB4339;t__SGB4339
k__Bacteria;p__Firmicutes;c__Firmicutes_unclassified;o__Firmicutes_unclassified;f__Firmicutes_unclassified;g__GGB9511;s__GGB9511_SGB14908;t__SGB14908
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus_animalis;t__SGB7076
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum_longum;t__SGB5265
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma_phocaeensis;t__SGB33571
k__Bacteria;p__Bacteroidetes;c__CFGB10915;o__OFGB10915;f__FGB10915;g__GGB80102;s__GGB80102_SGB1896;t__SGB1896
k__Bacteria;p__Bacteroidetes;c__CFGB628;o__OFGB628;f__FGB628;g__GGB1492;s__GGB1492_SGB2067;t__SGB2067
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospiraceae_unclassified;s__Lachnospiraceae_bacterium_NSJ_38;t__SGB82502
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__GGB4658;s__GGB4658_SGB6445;t__SGB6445
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella_SGB14378;t__SGB14378
k__Bacteria;p__Bacteroidetes;c__CFGB11479;o__OFGB11479;f__FGB11479;g__GGB1630;s__GGB1630_SGB2238;t__SGB2238
k__Bacteria;p__Firmicutes;c__CFGB72;o__OFGB72;f__FGB72;g__GGB105;s__GGB105_SGB124;t__SGB124
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_salanitronis;t__SGB1916
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__GGB1408;s__GGB1408_SGB1933;t__SGB1933
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__GGB4655;s__GGB4655_SGB6442;t__SGB6442
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__GGB42674;s__GGB42674_SGB66070;t__SGB66070
k__Bacteria;p__Firmicutes;c__CFGB30328;o__OFGB30328;f__FGB30328;g__GGB45509;s__GGB45509_SGB66191;t__SGB66191
k__Bacteria;p__Firmicutes;c__CFGB2833;o__OFGB2833;f__FGB2833;g__GGB9057;s__GGB9057_SGB13968;t__SGB13968
k__Bacteria;p__Bacteroidetes;c__CFGB645;o__OFGB645;f__FGB645;g__GGB1590;s__GGB1590_SGB2181;t__SGB2181
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__GGB74447;s__GGB74447_SGB1595;t__SGB1595
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas_SGB5123;t__SGB5123
k__Bacteria;p__Firmicutes;c__CFGB6280;o__OFGB6280;f__FGB6280;g__GGB3102;s__GGB3102_SGB4110;t__SGB4110
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp_An322;t__SGB1915
k__Archaea;p__Candidatus_Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccaceae_unclassified;s__Methanomassiliicoccaceae_unclassified_SGB380;t__SGB380
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_flavum;t__SGB93168
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax_temperans;t__SGB12690
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas_media;t__SGB9956
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp_ANC_4204;t__SGB10397
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_maritypicum;t__SGB16873
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Zoogloea;s__Zoogloea_ramigera;t__SGB88266
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas_caviae;t__SGB9955
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax_sp_93;t__SGB12696
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia;s__Delftia_acidovorans;t__SGB12680
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae;g__Azonexus;s__Azonexus_hydrophilus;t__SGB61967
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Simplicispira;s__Simplicispira_sp_110;t__SGB22468
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Aquaspirillum;s__Aquaspirillum_sp_LM1;t__SGB13092
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia_stuartii;t__SGB92538
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium;s__Cloacibacterium_caeni;t__SGB2534
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella;s__Morganella_morganii;t__SGB10026
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Tessaracoccus;s__Tessaracoccus_flavescens;t__SGB15911
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax_delafieldii;t__SGB12700
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9734;s__GGB9734_SGB15304;t__SGB15304
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Heritagella;s__Candidatus_Heritagella_gallinarum;t__SGB63347
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_hominis;t__SGB4530
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Massilimicrobiota;s__Massilimicrobiota_sp_An134;t__SGB6768
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium_sp_An15;t__SGB6746
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_SGB5086;t__SGB5086
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Timburyella;s__Candidatus_Timburyella_SGB14166;t__SGB14166
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter_cancerogenus;t__SGB10128
k__Bacteria;p__Firmicutes;c__CFGB2947;o__OFGB2947;f__FGB2947;g__GGB38716;s__GGB38716_SGB53365;t__SGB53365
k__Bacteria;p__Firmicutes;c__CFGB76639;o__OFGB76639;f__FGB76639;g__GGB2658;s__GGB2658_SGB3579;t__SGB3579
k__Bacteria;p__Actinobacteria;c__CFGB76760;o__OFGB76760;f__FGB76760;g__GGB22650;s__GGB22650_SGB63087;t__SGB63087
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_salivae;t__SGB1522
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB80017;s__GGB80017_SGB63183;t__SGB63183
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Berryella;s__Berryella_intestinalis;t__SGB14791
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia_formatexigens;t__SGB4690
k__Bacteria;p__Verrucomicrobia;c__CFGB26673;o__OFGB26673;f__FGB26673;g__GGB12293;s__GGB12293_SGB19125;t__SGB19125
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_unclassified_SGB15251;t__SGB15251
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter_othiniensis;t__SGB6142
k__Bacteria;p__Firmicutes;c__CFGB2833;o__OFGB2833;f__FGB2833;g__GGB74665;s__GGB74665_SGB13974;t__SGB13974
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9200;s__GGB9200_SGB14139;t__SGB14139
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4722;s__GGB4722_SGB6538;t__SGB6538
k__Bacteria;p__Bacteroidetes;c__CFGB9382;o__OFGB9382;f__FGB9382;g__GGB1525;s__GGB1525_SGB2107;t__SGB2107
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_koseri;t__SGB10079
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Agathobaculum;s__Agathobaculum_desmolans;t__SGB14989
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus_vaginalis;t__SGB7098
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__GGB48144;s__GGB48144_SGB66146;t__SGB66146
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter_glycyrrhizinilyticus;t__SGB94928
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Cryptobacterium;s__Cryptobacterium_curtum;t__SGB962
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella_sp_NM82_D38;t__SGB9265
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__GGB6518;s__GGB6518_SGB9206;t__SGB9206
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__Amaricoccus_SGB99452;t__SGB99452
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia_insulae;t__SGB34006
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_casei;t__SGB17127
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_gubbeenense;t__SGB34904
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__GGB74290;s__GGB74290_SGB99069;t__SGB99069
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_variabile;t__SGB17034
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Agrococcus;s__Agrococcus_casei;t__SGB16940
k__Bacteria;p__Actinobacteria;c__CFGB26089;o__OFGB26089;f__FGB26089;g__GGB71983;s__GGB71983_SGB99036;t__SGB99036
k__Bacteria;p__Actinobacteria;c__CFGB47577;o__OFGB47577;f__FGB47577;g__GGB49272;s__GGB49272_SGB69136;t__SGB69136
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium_aurantiacum;t__SGB16639
k__Bacteria;p__Candidatus_Melainabacteria;c__CFGB2107;o__OFGB2107;f__FGB2107;g__GGB6007;s__GGB6007_SGB8634;t__SGB8634
k__Bacteria;p__Actinobacteria;c__CFGB9287;o__OFGB9287;f__FGB9287;g__GGB37167;s__GGB37167_SGB62963;t__SGB62963
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_phocaeensis;t__SGB109036
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__GGB6573;s__GGB6573_SGB9287;t__SGB9287
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_unclassified;s__Rikenellaceae_bacterium;t__SGB2317
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__GGB9383;s__GGB9383_SGB4695;t__SGB4695
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_quasipneumoniae;t__SGB10112
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_ruminantium;t__SGB17243
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Gallimonas;s__Candidatus_Gallimonas_faecavium;t__SGB59508
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_citronellolis;t__SGB12328
k__Archaea;p__Candidatus_Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Candidatus_Methanomassiliicoccus_intestinalis;t__SGB363
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_bacterium;t__SGB95005
k__Bacteria;p__Firmicutes;c__CFGB2107;o__OFGB2107;f__FGB2107;g__GGB6020;s__GGB6020_SGB14985;t__SGB14985_group
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_C5_48;t__SGB4752
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__GGB12972;s__GGB12972_SGB1701;t__SGB1701
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__GGB1151;s__GGB1151_SGB1478;t__SGB1478
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__GGB4979;s__GGB4979_SGB6973;t__SGB6973
k__Bacteria;p__Candidatus_Melainabacteria;c__CFGB2107;o__OFGB2107;f__FGB2107;g__GGB6005;s__GGB6005_SGB8629;t__SGB8629
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_SGB4329;t__SGB4329
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__GGB6129;s__GGB6129_SGB8775;t__SGB8775
k__Bacteria;p__Firmicutes;c__CFGB1293;o__OFGB1293;f__FGB1293;g__GGB3110;s__GGB3110_SGB4122;t__SGB4122
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Brucellaceae;g__GGB4257;s__GGB4257_SGB5789;t__SGB5789
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_ruminantium;t__SGB28985
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Murimonas;s__Murimonas_intestini;t__SGB25538
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Extibacter;s__Extibacter_muris;t__SGB4633
k__Bacteria;p__Firmicutes;c__CFGB2865;o__OFGB2865;f__FGB2865;g__GGB13361;s__GGB13361_SGB20619;t__SGB20619
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_unclassified;g__Gemella;s__Gemella_asaccharolytica;t__SGB7308
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_sp_DNF00663;t__SGB3322
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_gonidiaformans;t__SGB5985
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus_sp_MV1;t__SGB747
